date,site_name,sensor_id,avg_corr,peak_std,critical_value,daily_peak,peak_ratio,spread,total_count,label
20250614,진안현장,17124655,0.138,3.73,13.0,14.0,53.89,29.0,720.0,0
20250614,춘천현장,13036931,0.886,0.82,3.0,12.0,76.67,33.0,720.0,0
20250614,춘천현장,16082601,0.958,0.0,6.0,12.0,93.89,17.0,720.0,0
20250614,충남통합팀,15018592,0.686,2.87,39.0,58.0,35.42,44.0,720.0,0
20250614,충남통합팀,15050020,0.742,5.15,19.0,32.0,34.58,35.0,720.0,0
20250614,해남현장,13037695,0.715,11.18,20.0,32.0,27.5,55.0,720.0,0
20250614,해남현장,15019401,0.682,6.67,26.0,31.0,38.75,33.0,720.0,0
20250614,해남현장,15091755,0.684,2.87,16.0,30.0,59.86,33.0,720.0,0
20250614,해남현장,15091894,0.805,3.02,28.0,39.0,46.67,29.0,720.0,0
20250614,해남현장,15091934,0.749,5.28,9.0,27.0,41.11,44.0,720.0,0
20250614,해남현장,16082568,0.882,1.73,31.0,41.0,74.44,44.0,720.0,1
20250614,해남현장,16082883,0.632,4.19,28.0,42.0,58.19,22.0,720.0,0
20250614,해남현장,16083007,0.861,3.59,28.0,44.0,51.39,32.0,720.0,0
20250614,해남현장,16083140,0.777,3.73,17.0,31.0,49.72,33.0,720.0,0
20250614,해남현장,19090734,0.85,1.37,34.0,47.0,42.92,33.0,720.0,0
20250615,고흥현장,13037668,0.588,3.08,3.0,21.0,48.47,40.0,720.0,0
20250615,고흥현장,15018654,0.144,6.28,0.0,3.0,39.72,39.0,720.0,0
20250615,고흥현장,15019146,0.311,4.07,11.0,27.0,38.75,26.0,720.0,0
20250615,고흥현장,15019480,0.138,5.93,0.0,9.0,41.94,29.0,720.0,0
20250615,고흥현장,15091923,0.437,3.83,4.0,22.0,45.97,30.0,720.0,0
20250615,고흥현장,15091925,0.262,5.09,0.0,19.0,33.33,23.0,720.0,0
20250615,고흥현장,15092261,0.696,2.69,3.0,20.0,50.14,23.0,720.0,0
20250615,고흥현장,15092377,0.209,5.68,0.0,6.0,35.0,23.0,720.0,0
20250615,고흥현장,16083218,0.223,6.42,3.0,27.0,32.22,28.0,720.0,0
20250615,고흥현장,16083281,0.415,3.3,7.0,23.0,43.75,25.0,720.0,0
20250615,고흥현장,16083358,0.551,3.44,3.0,19.0,50.97,23.0,720.0,0
20250615,고흥현장,16083361,0.44,4.52,7.0,26.0,49.58,26.0,720.0,0
20250615,고흥현장,16083436,0.283,4.88,5.0,28.0,35.14,34.0,720.0,0
20250615,고흥현장,16083469,0.268,4.76,6.0,21.0,40.28,27.0,720.0,0
20250615,고흥현장,16113723,0.52,3.86,9.0,26.0,50.56,24.0,720.0,0
20250615,고흥현장,16113851,0.227,4.73,3.0,26.0,36.94,27.0,720.0,0
20250615,부안군,16082927,0.924,0.96,2.0,8.0,78.06,29.0,720.0,0
20250615,속초현장,13037614,0.989,0.0,44.0,48.0,99.86,7.0,720.0,2
20250615,속초현장,15018524,0.885,1.25,40.0,48.0,68.06,22.0,720.0,1
20250615,속초현장,15018553,0.911,1.34,7.0,17.0,69.31,37.0,720.0,1
20250615,속초현장,15050229,0.954,0.69,41.0,46.0,95.14,11.0,720.0,2
20250615,속초현장,15091762,0.867,1.83,17.0,29.0,63.89,35.0,720.0,0
20250615,속초현장,15092166,0.757,3.37,20.0,29.0,60.28,33.0,720.0,0
20250615,속초현장,16082509,0.803,0.96,17.0,27.0,51.11,46.0,720.0,0
20250615,속초현장,16083035,0.937,0.69,36.0,41.0,92.78,23.0,720.0,2
20250615,속초현장,16083143,0.925,0.69,18.0,22.0,68.06,37.0,720.0,1
20250615,속초현장,16113847,0.874,1.07,17.0,24.0,76.11,36.0,720.0,1
20250615,속초현장,18115544,0.868,1.26,5.0,10.0,85.56,35.0,720.0,0
20250615,속초현장,20021005,0.944,0.37,29.0,36.0,81.11,37.0,720.0,2
20250615,영암현장,15092465,0.868,0.69,16.0,28.0,63.75,25.0,720.0,0
20250615,영암현장,16082986,0.67,1.41,30.0,31.0,91.39,10.0,720.0,0
20250615,영암현장,16083097,0.86,1.37,3.0,19.0,53.61,28.0,720.0,0
20250615,영암현장,16083116,0.956,0.9,16.0,19.0,88.89,23.0,720.0,1
20250615,장성군(납품예비),15092036,0.955,0.47,1.0,5.0,93.33,18.0,720.0,0
20250615,장성군(납품예비),15092075,0.909,1.8,18.0,24.0,72.5,37.0,720.0,1
20250615,장성군(납품예비),19090729,0.783,1.67,6.0,13.0,78.19,17.0,720.0,0
20250615,진안현장,15091933,0.846,1.57,11.0,22.0,58.89,31.0,720.0,0
20250615,진안현장,15092452,0.437,1.29,0.0,2.0,99.58,13.0,720.0,0
20250615,진안현장,17124655,0.182,3.85,13.0,14.0,54.72,28.0,720.0,0
20250615,춘천현장,13036931,0.941,0.82,4.0,12.0,74.44,25.0,720.0,0
20250615,춘천현장,16082601,0.894,1.11,5.0,12.0,84.86,34.0,720.0,0
20250615,충남통합팀,15018592,0.928,0.58,32.0,39.0,77.5,38.0,720.0,1
20250615,충남통합팀,15050020,0.934,1.71,11.0,19.0,75.42,30.0,720.0,1
20250615,해남현장,13037695,0.893,0.96,18.0,29.0,64.58,39.0,720.0,0
20250615,해남현장,15019401,0.946,0.0,30.0,34.0,98.06,26.0,720.0,2
20250615,해남현장,15091755,0.861,2.63,18.0,28.0,66.81,30.0,720.0,0
20250615,해남현장,15091894,0.852,1.97,28.0,41.0,57.36,46.0,720.0,0
20250615,해남현장,15091934,0.874,1.95,6.0,11.0,71.53,36.0,720.0,0
20250615,해남현장,16082568,0.923,1.0,31.0,42.0,81.94,35.0,720.0,2
20250615,해남현장,16082883,0.92,0.69,28.0,30.0,98.06,17.0,720.0,2
20250615,해남현장,16083007,0.662,3.98,20.0,37.0,43.61,35.0,720.0,0
20250615,해남현장,16083140,0.904,1.61,17.0,27.0,59.58,34.0,720.0,0
20250615,해남현장,19090734,0.869,2.49,4.0,13.0,72.22,47.0,720.0,0
20250616,고흥현장,13037668,0.792,2.16,9.0,22.0,60.14,20.0,720.0,0
20250616,고흥현장,15018654,0.629,3.8,3.0,10.0,44.86,23.0,720.0,0
20250616,고흥현장,15019146,0.796,3.62,17.0,33.0,59.44,22.0,720.0,0
20250616,고흥현장,15019179,0.799,4.43,13.0,30.0,42.36,23.0,720.0,0
20250616,고흥현장,15019366,0.809,3.59,14.0,30.0,43.89,22.0,720.0,0
20250616,고흥현장,15019480,0.683,3.64,3.0,19.0,62.78,23.0,720.0,0
20250616,고흥현장,15091923,0.819,3.14,8.0,30.0,42.36,27.0,720.0,0
20250616,고흥현장,15091925,0.844,4.12,8.0,22.0,47.22,19.0,720.0,0
20250616,고흥현장,15092012,0.78,4.6,8.0,23.0,41.81,20.0,720.0,0
20250616,고흥현장,15092261,0.786,2.87,7.0,21.0,44.44,26.0,720.0,0
20250616,고흥현장,15092377,0.644,3.13,5.0,16.0,60.14,20.0,720.0,0
20250616,고흥현장,16083218,0.822,3.53,10.0,28.0,52.78,23.0,720.0,0
20250616,고흥현장,16083281,0.814,2.21,12.0,28.0,59.72,23.0,720.0,0
20250616,고흥현장,16083358,0.82,4.07,8.0,27.0,37.08,23.0,720.0,0
20250616,고흥현장,16083361,0.773,3.82,13.0,35.0,40.56,27.0,720.0,0
20250616,고흥현장,16083436,0.75,1.89,10.0,29.0,63.06,27.0,720.0,0
20250616,고흥현장,16083469,0.835,1.8,14.0,30.0,56.94,22.0,720.0,0
20250616,고흥현장,16113723,0.759,4.61,13.0,33.0,39.44,26.0,720.0,0
20250616,고흥현장,16113851,0.835,3.08,9.0,27.0,60.56,24.0,720.0,0
20250616,부안군,16082927,0.92,0.76,2.0,10.0,77.08,23.0,720.0,0
20250616,속초현장,13037614,0.975,0.0,46.0,49.0,100.0,5.0,720.0,2
20250616,속초현장,15018524,0.874,0.9,40.0,51.0,63.61,35.0,720.0,0
20250616,속초현장,15018553,0.605,8.29,10.0,29.0,29.58,60.0,720.0,0
20250616,속초현장,15050229,0.762,3.48,42.0,48.0,73.19,25.0,720.0,0
20250616,속초현장,15091762,0.704,6.13,18.0,27.0,44.44,36.0,720.0,0
20250616,속초현장,15092166,0.777,3.14,23.0,31.0,46.94,27.0,720.0,0
20250616,속초현장,16082509,0.729,4.75,18.0,30.0,51.11,44.0,720.0,0
20250616,속초현장,16083035,0.939,0.69,36.0,40.0,92.78,28.0,720.0,2
20250616,속초현장,16083143,0.7,3.93,19.0,23.0,39.58,31.0,720.0,0
20250616,속초현장,16113847,0.657,7.57,19.0,24.0,37.22,38.0,720.0,0
20250616,속초현장,18115544,0.398,6.69,9.0,31.0,34.58,43.0,720.0,0
20250616,속초현장,20021005,0.911,1.26,27.0,35.0,78.47,28.0,720.0,1
20250616,영암현장,15092465,0.884,0.58,16.0,28.0,61.94,52.0,720.0,0
20250616,영암현장,16082986,0.509,1.46,32.0,32.0,87.22,10.0,720.0,0
20250616,영암현장,16083097,0.899,0.9,6.0,21.0,59.86,27.0,720.0,0
20250616,영암현장,16083116,0.922,0.37,15.0,21.0,86.67,24.0,720.0,1
20250616,장성군(납품예비),15092036,0.665,1.11,2.0,6.0,80.14,27.0,720.0,0
20250616,장성군(납품예비),15092075,0.753,2.19,24.0,33.0,71.39,17.0,720.0,0
20250616,장성군(납품예비),19090729,0.876,1.63,5.0,12.0,78.75,22.0,720.0,0
20250616,진안현장,15091933,0.826,1.89,10.0,21.0,47.78,29.0,720.0,0
20250616,진안현장,15092452,0.998,0.0,0.0,0.0,95.69,27.0,720.0,0
20250616,진안현장,17124655,0.284,3.14,11.0,12.0,58.19,31.0,720.0,0
20250616,춘천현장,13036931,0.915,0.58,3.0,12.0,78.06,24.0,720.0,0
20250616,춘천현장,16082601,0.936,0.47,5.0,12.0,80.28,14.0,720.0,0
20250616,충남통합팀,15018592,0.764,8.59,34.0,38.0,38.89,48.0,720.0,0
20250616,충남통합팀,15050020,0.699,4.6,11.0,18.0,40.83,33.0,720.0,0
20250616,해남현장,13037695,0.864,1.89,20.0,30.0,56.94,52.0,720.0,0
20250616,해남현장,15019401,0.612,2.27,23.0,27.0,72.08,32.0,720.0,0
20250616,해남현장,15091755,0.794,1.41,15.0,26.0,64.44,31.0,720.0,0
20250616,해남현장,15091894,0.716,2.49,24.0,37.0,53.19,44.0,720.0,0
20250616,해남현장,15091934,0.741,1.86,6.0,12.0,63.61,40.0,720.0,0
20250616,해남현장,16082568,0.918,0.75,32.0,43.0,74.31,32.0,720.0,1
20250616,해남현장,16082883,0.655,1.95,27.0,31.0,81.11,17.0,720.0,0
20250616,해남현장,16083007,0.594,5.18,21.0,43.0,31.39,38.0,720.0,0
20250616,해남현장,16083140,0.823,2.54,16.0,29.0,57.36,30.0,720.0,0
20250616,해남현장,19090734,0.929,0.47,32.0,45.0,74.03,29.0,720.0,1
20250617,고흥현장,13037668,0.696,2.56,6.0,19.0,50.56,23.0,720.0,0
20250617,고흥현장,15018654,0.76,1.67,3.0,14.0,57.22,21.0,720.0,0
20250617,고흥현장,15019146,0.68,3.35,11.0,27.0,45.14,26.0,720.0,0
20250617,고흥현장,15019179,0.681,4.19,6.0,17.0,44.58,22.0,720.0,0
20250617,고흥현장,15019366,0.83,2.81,7.0,24.0,53.33,23.0,720.0,0
20250617,고흥현장,15019480,0.607,5.73,0.0,6.0,36.94,27.0,720.0,0
20250617,고흥현장,15091923,0.76,3.4,5.0,23.0,52.92,25.0,720.0,0
20250617,고흥현장,15091925,0.662,2.94,7.0,11.0,63.47,15.0,720.0,0
20250617,고흥현장,15092012,0.77,3.08,7.0,21.0,55.14,21.0,720.0,0
20250617,고흥현장,15092261,0.774,1.37,5.0,19.0,56.25,25.0,720.0,0
20250617,고흥현장,15092377,0.716,2.14,6.0,11.0,71.11,15.0,720.0,0
20250617,고흥현장,16083218,0.763,3.42,5.0,23.0,50.69,28.0,720.0,0
20250617,고흥현장,16083281,0.756,1.8,8.0,22.0,50.42,25.0,720.0,0
20250617,고흥현장,16083358,0.708,3.02,4.0,15.0,48.75,22.0,720.0,0
20250617,고흥현장,16083361,0.721,2.69,9.0,28.0,46.53,25.0,720.0,0
20250617,고흥현장,16083436,0.627,5.26,9.0,21.0,37.5,25.0,720.0,0
20250617,고흥현장,16083453,0.725,2.43,14.0,29.0,48.47,31.0,720.0,0
20250617,고흥현장,16083469,0.652,4.2,7.0,22.0,44.44,26.0,720.0,0
20250617,고흥현장,16113723,0.732,3.39,11.0,23.0,52.64,23.0,720.0,0
20250617,고흥현장,16113851,0.623,3.69,8.0,17.0,46.11,21.0,720.0,0
20250617,부안군,16082927,0.919,0.47,2.0,8.0,65.42,23.0,720.0,0
20250617,속초현장,13037614,0.974,0.37,47.0,50.0,100.0,6.0,720.0,2
20250617,속초현장,15018524,0.751,6.2,39.0,50.0,39.03,35.0,720.0,0
20250617,속초현장,15018553,0.879,1.57,7.0,15.0,60.56,43.0,720.0,0
20250617,속초현장,15050229,0.905,1.0,41.0,47.0,91.94,22.0,720.0,1
20250617,속초현장,15091762,0.748,2.67,19.0,32.0,54.03,30.0,720.0,0
20250617,속초현장,15092166,0.649,3.1,21.0,28.0,66.39,36.0,720.0,0
20250617,속초현장,16082509,0.85,1.71,15.0,26.0,69.17,24.0,720.0,0
20250617,속초현장,16083035,0.952,0.76,34.0,41.0,91.39,19.0,720.0,2
20250617,속초현장,16083143,0.838,0.76,19.0,22.0,70.28,33.0,720.0,0
20250617,속초현장,16113847,0.667,2.54,18.0,24.0,66.67,40.0,720.0,0
20250617,속초현장,18115544,0.853,1.63,4.0,11.0,79.86,32.0,720.0,0
20250617,속초현장,20021005,0.939,0.76,28.0,35.0,81.53,29.0,720.0,2
20250617,영암현장,15092465,0.913,1.15,19.0,29.0,75.42,26.0,720.0,1
20250617,영암현장,16082986,0.45,1.37,31.0,32.0,88.19,12.0,720.0,0
20250617,영암현장,16083097,0.903,1.21,7.0,21.0,63.06,28.0,720.0,0
20250617,영암현장,16083116,0.92,0.5,18.0,20.0,86.81,22.0,720.0,1
20250617,장성군(납품예비),15092036,0.952,0.47,3.0,7.0,98.33,13.0,720.0,0
20250617,장성군(납품예비),15092075,0.919,0.69,24.0,33.0,67.36,22.0,720.0,1
20250617,장성군(납품예비),19090729,0.89,1.37,9.0,18.0,67.22,20.0,720.0,1
20250617,진안현장,15091933,0.791,2.36,11.0,22.0,47.5,36.0,720.0,0
20250617,진안현장,15092452,0.705,0.69,0.0,1.0,98.75,10.0,720.0,0
20250617,진안현장,17124655,0.251,3.4,10.0,10.0,57.64,32.0,720.0,0
20250617,춘천현장,13036931,0.963,0.75,22.0,29.0,93.89,31.0,720.0,1
20250617,춘천현장,16082601,0.919,1.15,34.0,42.0,74.86,21.0,720.0,1
20250617,충남통합팀,15018592,0.923,0.58,34.0,39.0,81.53,35.0,720.0,2
20250617,충남통합팀,15050020,0.897,0.96,12.0,21.0,72.5,34.0,720.0,1
20250617,해남현장,13037695,0.881,0.37,0.0,1.0,90.69,58.0,720.0,0
20250617,해남현장,15019401,0.954,0.37,26.0,32.0,97.36,30.0,720.0,2
20250617,해남현장,15091755,0.817,3.09,14.0,28.0,52.92,37.0,720.0,0
20250617,해남현장,15091894,0.863,1.07,27.0,38.0,58.61,31.0,720.0,0
20250617,해남현장,15091934,0.849,0.94,6.0,11.0,71.25,37.0,720.0,0
20250617,해남현장,16082568,0.888,1.29,27.0,41.0,61.25,38.0,720.0,0
20250617,해남현장,16082883,0.926,0.37,29.0,31.0,97.5,15.0,720.0,2
20250617,해남현장,16083007,0.456,4.52,23.0,45.0,40.69,27.0,720.0,0
20250617,해남현장,16083140,0.833,0.5,19.0,23.0,83.75,20.0,720.0,0
20250617,해남현장,19090734,0.894,1.46,5.0,12.0,76.39,61.0,720.0,0
20250618,고흥현장,13037668,0.647,3.7,7.0,20.0,47.78,24.0,720.0,0
20250618,고흥현장,15018654,0.695,2.79,3.0,12.0,50.97,22.0,720.0,0
20250618,고흥현장,15019146,0.606,5.09,9.0,27.0,38.47,29.0,720.0,0
20250618,고흥현장,15019179,0.562,4.18,6.0,21.0,44.58,24.0,720.0,0
20250618,고흥현장,15019366,0.739,2.91,8.0,22.0,55.83,22.0,720.0,0
20250618,고흥현장,15019480,0.532,6.53,0.0,22.0,33.89,32.0,720.0,0
20250618,고흥현장,15091923,0.638,4.07,5.0,22.0,45.14,27.0,720.0,0
20250618,고흥현장,15091925,0.605,3.59,6.0,11.0,64.03,16.0,720.0,0
20250618,고흥현장,15092012,0.735,1.91,5.0,18.0,50.69,24.0,720.0,0
20250618,고흥현장,15092261,0.759,3.73,6.0,17.0,49.03,22.0,720.0,0
20250618,고흥현장,15092377,0.764,1.25,8.0,12.0,68.33,16.0,720.0,0
20250618,고흥현장,16083218,0.594,4.82,5.0,20.0,40.83,26.0,720.0,0
20250618,고흥현장,16083281,0.678,3.21,7.0,23.0,46.39,26.0,720.0,0
20250618,고흥현장,16083358,0.542,4.78,4.0,15.0,43.47,22.0,720.0,0
20250618,고흥현장,16083361,0.62,3.34,10.0,25.0,49.03,25.0,720.0,0
20250618,고흥현장,16083436,0.584,4.11,8.0,22.0,38.61,27.0,720.0,0
20250618,고흥현장,16083453,0.598,3.67,14.0,29.0,43.61,25.0,720.0,0
20250618,고흥현장,16083469,0.639,3.77,7.0,22.0,42.36,28.0,720.0,0
20250618,고흥현장,16113723,0.721,1.95,11.0,27.0,55.83,22.0,720.0,0
20250618,고흥현장,16113851,0.519,5.74,6.0,26.0,33.75,25.0,720.0,0
20250618,부안군,16082927,0.856,1.73,20.0,28.0,65.97,31.0,720.0,0
20250618,속초현장,13037614,0.984,0.47,47.0,50.0,100.0,5.0,720.0,2
20250618,속초현장,15018524,0.817,2.11,36.0,48.0,63.89,31.0,720.0,0
20250618,속초현장,15018553,0.894,1.26,8.0,18.0,64.31,34.0,720.0,0
20250618,속초현장,15050229,0.939,0.69,42.0,47.0,95.0,15.0,720.0,2
20250618,속초현장,15091762,0.865,1.97,21.0,32.0,60.56,33.0,720.0,0
20250618,속초현장,15092166,0.675,3.2,23.0,31.0,57.5,37.0,720.0,0
20250618,속초현장,16082509,0.837,2.05,18.0,28.0,59.72,37.0,720.0,0
20250618,속초현장,16083035,0.931,0.82,36.0,40.0,94.03,17.0,720.0,2
20250618,속초현장,16083143,0.925,0.75,19.0,23.0,80.28,30.0,720.0,1
20250618,속초현장,16113847,0.916,0.58,16.0,23.0,77.5,38.0,720.0,1
20250618,속초현장,18115544,0.899,1.07,5.0,10.0,85.69,28.0,720.0,0
20250618,속초현장,20021005,0.939,0.75,27.0,35.0,83.89,29.0,720.0,2
20250618,영암현장,15092465,0.884,2.06,15.0,26.0,66.81,27.0,720.0,0
20250618,영암현장,16082986,0.415,1.63,31.0,32.0,89.03,12.0,720.0,0
20250618,영암현장,16083097,0.854,1.46,5.0,20.0,53.61,28.0,720.0,0
20250618,영암현장,16083116,0.819,0.75,16.0,20.0,88.89,23.0,720.0,0
20250618,장성군(납품예비),15092036,0.873,0.58,4.0,8.0,97.22,12.0,720.0,0
20250618,장성군(납품예비),15092075,0.891,1.37,22.0,31.0,72.08,47.0,720.0,1
20250618,장성군(납품예비),19090729,0.915,0.82,9.0,15.0,80.28,19.0,720.0,0
20250618,진안현장,15091933,0.815,4.23,7.0,19.0,43.33,41.0,720.0,0
20250618,진안현장,15092452,0.538,1.37,0.0,1.0,91.53,12.0,720.0,0
20250618,진안현장,17124655,0.104,4.03,9.0,9.0,44.58,31.0,720.0,0
20250618,춘천현장,13036931,0.899,0.37,20.0,29.0,73.89,49.0,720.0,1
20250618,춘천현장,16082601,0.906,1.34,33.0,42.0,69.86,19.0,720.0,1
20250618,충남통합팀,15018592,0.936,0.82,33.0,39.0,85.56,29.0,720.0,2
20250618,충남통합팀,15050020,0.933,0.75,10.0,16.0,77.08,37.0,720.0,1
20250618,해남현장,13037695,0.927,0.37,0.0,1.0,91.67,44.0,720.0,0
20250618,해남현장,15019401,0.94,0.0,26.0,32.0,93.33,33.0,720.0,2
20250618,해남현장,15091755,0.74,1.7,15.0,31.0,52.92,34.0,720.0,0
20250618,해남현장,15091894,0.879,1.8,26.0,38.0,59.17,42.0,720.0,0
20250618,해남현장,15091934,0.929,0.69,6.0,12.0,82.5,37.0,720.0,0
20250618,해남현장,16082568,0.903,0.9,28.0,39.0,66.67,31.0,720.0,0
20250618,해남현장,16082883,0.792,0.96,30.0,33.0,97.22,11.0,720.0,0
20250618,해남현장,16083007,0.724,3.14,22.0,33.0,53.75,38.0,720.0,0
20250618,해남현장,16083140,0.918,0.82,17.0,23.0,63.33,40.0,720.0,0
20250618,해남현장,19090734,0.87,1.83,5.0,13.0,73.75,28.0,720.0,0
20250619,고흥현장,13037668,0.529,2.79,7.0,21.0,48.19,24.0,720.0,0
20250619,고흥현장,15018654,0.389,4.07,2.0,13.0,43.06,24.0,720.0,0
20250619,고흥현장,15019146,0.351,4.1,9.0,25.0,42.78,28.0,720.0,0
20250619,고흥현장,15019179,0.248,6.11,4.0,26.0,36.81,27.0,720.0,0
20250619,고흥현장,15019366,0.625,2.79,8.0,22.0,51.81,26.0,720.0,0
20250619,고흥현장,15019480,0.267,7.02,1.0,21.0,36.39,24.0,720.0,0
20250619,고흥현장,15091923,0.401,3.96,4.0,22.0,43.75,28.0,720.0,0
20250619,고흥현장,15091925,0.321,4.98,3.0,8.0,47.36,21.0,720.0,0
20250619,고흥현장,15092012,0.593,3.54,4.0,23.0,47.64,25.0,720.0,0
20250619,고흥현장,15092261,0.675,2.54,6.0,21.0,53.47,24.0,720.0,0
20250619,고흥현장,15092377,0.363,5.35,3.0,9.0,54.86,20.0,720.0,0
20250619,고흥현장,16082927,0.919,1.25,9.0,16.0,82.08,18.0,720.0,1
20250619,고흥현장,16083218,0.234,4.9,4.0,28.0,35.69,28.0,720.0,0
20250619,고흥현장,16083281,0.485,3.25,5.0,23.0,48.06,28.0,720.0,0
20250619,고흥현장,16083358,0.254,6.22,3.0,23.0,34.86,24.0,720.0,0
20250619,고흥현장,16083361,0.402,3.48,10.0,27.0,45.42,25.0,720.0,0
20250619,고흥현장,16083436,0.316,4.71,10.0,29.0,36.25,26.0,720.0,0
20250619,고흥현장,16083453,0.522,2.79,11.0,31.0,45.28,29.0,720.0,0
20250619,고흥현장,16083469,0.289,3.93,7.0,28.0,40.69,27.0,720.0,0
20250619,고흥현장,16113723,0.632,3.59,8.0,26.0,54.31,25.0,720.0,0
20250619,고흥현장,16113851,0.264,5.58,5.0,26.0,35.69,25.0,720.0,0
20250619,속초현장,13037614,0.962,0.37,46.0,50.0,99.31,7.0,720.0,2
20250619,속초현장,15018524,0.874,0.94,41.0,48.0,67.36,28.0,720.0,1
20250619,속초현장,15018553,0.939,0.75,11.0,17.0,79.72,34.0,720.0,1
20250619,속초현장,15050229,0.958,0.75,42.0,46.0,97.5,12.0,720.0,2
20250619,속초현장,15091762,0.848,1.21,18.0,32.0,65.14,25.0,720.0,0
20250619,속초현장,15092166,0.77,2.79,24.0,30.0,64.31,24.0,720.0,0
20250619,속초현장,16082509,0.756,8.83,15.0,28.0,54.58,39.0,720.0,0
20250619,속초현장,16083035,0.946,0.69,35.0,39.0,92.5,19.0,720.0,2
20250619,속초현장,16083143,0.94,0.0,20.0,22.0,73.33,37.0,720.0,1
20250619,속초현장,16113847,0.832,1.34,19.0,25.0,72.92,42.0,720.0,0
20250619,속초현장,18115544,0.91,0.75,5.0,11.0,86.67,42.0,720.0,0
20250619,속초현장,20021005,0.947,0.69,28.0,35.0,80.14,40.0,720.0,2
20250619,영암현장,15092465,0.919,1.15,12.0,25.0,61.53,24.0,720.0,0
20250619,영암현장,16082986,0.457,1.77,32.0,34.0,99.17,13.0,720.0,0
20250619,영암현장,16083097,0.887,2.91,7.0,21.0,51.67,24.0,720.0,0
20250619,영암현장,16083116,0.768,3.45,18.0,21.0,89.03,21.0,720.0,0
20250619,장성군(납품예비),15092036,0.95,0.69,2.0,8.0,80.83,25.0,720.0,0
20250619,장성군(납품예비),15092075,0.851,2.27,11.0,18.0,70.69,15.0,720.0,0
20250619,진안현장,15091933,0.822,2.29,9.0,18.0,45.69,31.0,720.0,0
20250619,진안현장,15092452,0.582,1.0,0.0,1.0,98.89,9.0,720.0,0
20250619,진안현장,17124655,0.238,2.48,10.0,13.0,77.08,27.0,720.0,0
20250619,춘천현장,13036931,0.841,1.97,22.0,36.0,57.78,52.0,720.0,0
20250619,춘천현장,16082601,0.908,1.34,33.0,42.0,67.64,21.0,720.0,1
20250619,충남통합팀,15018592,0.911,0.96,29.0,37.0,71.39,45.0,720.0,1
20250619,충남통합팀,15050020,0.763,1.15,10.0,16.0,56.39,41.0,720.0,0
20250619,해남현장,13037695,0.957,0.0,0.0,1.0,91.67,33.0,720.0,0
20250619,해남현장,15019401,0.319,9.41,3.0,4.0,73.06,29.0,720.0,0
20250619,해남현장,15091755,0.781,3.53,15.0,28.0,52.92,36.0,720.0,0
20250619,해남현장,15091894,0.854,1.95,27.0,38.0,58.75,41.0,720.0,0
20250619,해남현장,15091934,0.883,1.97,7.0,11.0,66.25,39.0,720.0,0
20250619,해남현장,16082568,0.857,0.9,26.0,38.0,61.53,41.0,720.0,0
20250619,해남현장,16082883,0.851,0.75,26.0,31.0,96.25,20.0,720.0,0
20250619,해남현장,16083007,0.682,3.32,26.0,38.0,56.11,30.0,720.0,0
20250619,해남현장,16083140,0.914,0.94,20.0,26.0,80.0,24.0,720.0,1
20250619,해남현장,19090734,0.838,2.14,5.0,13.0,80.14,28.0,720.0,0
20250620,고흥현장,13037668,0.775,4.27,6.0,28.0,38.33,26.0,720.0,0
20250620,고흥현장,15018654,0.758,5.48,0.0,18.0,38.33,22.0,720.0,0
20250620,고흥현장,15019146,0.727,5.87,13.0,34.0,39.03,26.0,720.0,0
20250620,고흥현장,15019179,0.73,4.07,4.0,24.0,37.08,25.0,720.0,0
20250620,고흥현장,15019366,0.843,2.77,8.0,25.0,45.0,23.0,720.0,0
20250620,고흥현장,15019480,0.813,4.47,2.0,19.0,40.56,27.0,720.0,0
20250620,고흥현장,15091923,0.781,0.69,7.0,29.0,36.53,27.0,720.0,0
20250620,고흥현장,15091925,0.772,3.51,2.0,9.0,41.81,21.0,720.0,0
20250620,고흥현장,15092012,0.79,3.68,5.0,25.0,39.44,25.0,720.0,0
20250620,고흥현장,15092261,0.801,4.31,5.0,26.0,36.25,24.0,720.0,0
20250620,고흥현장,15092377,0.719,6.05,0.0,21.0,38.06,25.0,720.0,0
20250620,고흥현장,16082927,0.898,1.26,5.0,12.0,65.97,26.0,720.0,0
20250620,고흥현장,16083218,0.685,4.78,1.0,27.0,37.08,30.0,720.0,0
20250620,고흥현장,16083281,0.804,6.32,5.0,31.0,35.97,29.0,720.0,0
20250620,고흥현장,16083358,0.72,3.54,1.0,15.0,36.94,26.0,720.0,0
20250620,고흥현장,16083361,0.699,3.25,6.0,32.0,36.11,30.0,720.0,0
20250620,고흥현장,16083436,0.838,4.56,8.0,32.0,39.86,28.0,720.0,0
20250620,고흥현장,16083453,0.806,4.51,11.0,36.0,39.17,29.0,720.0,0
20250620,고흥현장,16083469,0.756,6.07,7.0,32.0,37.78,28.0,720.0,0
20250620,고흥현장,16113723,0.825,5.02,8.0,28.0,45.69,27.0,720.0,0
20250620,고흥현장,16113851,0.695,4.52,4.0,26.0,37.64,26.0,720.0,0
20250620,속초현장,13037614,0.969,0.5,47.0,50.0,100.0,6.0,720.0,2
20250620,속초현장,15018524,0.844,1.57,40.0,50.0,72.64,40.0,720.0,0
20250620,속초현장,15018553,0.883,1.46,13.0,26.0,57.5,33.0,720.0,0
20250620,속초현장,15050229,0.97,0.37,41.0,47.0,95.69,21.0,720.0,2
